planner,object,initial_pose_seed,mean_visibility_ratio,mean_pose_error_deg,mean_translation_error_mm,mean_action_execution_error_deg
ray_gpis,Cube,13,0.5886924998649671,6.248774359818879,3.410303716468926,44.79706627266505
ray_gpis,Cube,14,0.5920653343304796,7.4741763565544685,2.395741334265283,27.27406744704377
ray_gpis,Cylinder,0,0.592580932475863,4.8058830325854816,2.427288464071184,36.63032114561565
ray_gpis,Cylinder,1,0.623190336388793,5.082572396545699,3.2192963318774814,48.5921296678701
ray_gpis,Cylinder,2,0.6180144670579821,6.942772986323868,4.11392749592945,52.516209952728104
ray_gpis,Cylinder,3,0.5527801209448732,5.674059555991676,2.744284782484154,28.84490746589725
ray_gpis,Cylinder,4,0.5906615573805548,5.471801106073856,3.9604062480991615,45.07153600274063
ray_gpis,Cylinder,5,0.6228696323357747,7.069308766405043,2.161269377997563,31.646788979859103
ray_gpis,Cylinder,6,0.5800965178493244,4.309490855946617,2.8858771863513897,42.74269061674575
ray_gpis,Cylinder,7,0.5388940671306861,4.823910693350435,3.06267922331283,38.62926754064511
ray_gpis,Cylinder,8,0.5565081262707866,5.392905556312481,2.5459908177317376,28.98526673519808
ray_gpis,Cylinder,9,0.6091774396085933,4.496040880507726,2.8790728844047773,20.07918975487149
ray_gpis,Cylinder,10,0.5953110948388082,5.366723122533372,3.166485485306248,28.740954409060947
ray_gpis,Cylinder,11,0.5699482382135165,15.96617178284631,6.900973664083258,38.15689239852602
ray_gpis,Cylinder,12,0.6001042455334976,5.386738694612199,2.84793724493159,28.523575970143714
ray_gpis,Cylinder,13,0.6006351438266089,5.143732240720804,3.126985066610491,48.05598815802731
ray_gpis,Cylinder,14,0.5570909366116036,9.765864506700138,3.2504529719953914,29.17750223403441
ray_gpis,L_Shaped,0,0.5969204329721525,12.703065974068272,6.055892686509683,34.73984038740101
ray_gpis,L_Shaped,1,0.6503783246779297,8.739570912308617,4.485000442356098,39.63534624262727
ray_gpis,L_Shaped,2,0.49757833257761463,6.201743574489675,2.939245023132961,40.75515540113297
ray_gpis,L_Shaped,3,0.5509327800573772,6.112380449069076,2.1029241598195867,25.315342558324406
ray_gpis,L_Shaped,4,0.5787660474769675,7.743317012814482,4.599366343723798,45.501771403838454
ray_gpis,L_Shaped,5,0.5068014239642322,5.474319324151523,2.9640980196417672,46.38487554399425
ray_gpis,L_Shaped,6,0.5822451986673063,4.771744397207374,1.9946304331234541,53.640858155035595
ray_gpis,L_Shaped,7,0.5587548128466513,4.640341531421648,4.836785408920397,32.14338997668905
ray_gpis,L_Shaped,8,0.5935778302770286,4.95832286699877,2.4817878983627453,26.135580655974348
ray_gpis,L_Shaped,9,0.6274628569699604,4.504849450289885,1.6929439743408146,33.108163911362155
ray_gpis,L_Shaped,10,0.6333981191171693,4.983005882065598,2.673752736272772,28.179873553821732
ray_gpis,L_Shaped,11,0.6062014779510245,5.218022830888635,2.721169020441734,54.56927418582061
ray_gpis,L_Shaped,12,0.5465073799756209,6.028099180753196,4.065346264928574,18.58571855087199
ray_gpis,L_Shaped,13,0.586382152805038,5.145853237893443,2.4904838867465786,36.60051546923808
ray_gpis,L_Shaped,14,0.5953856403759167,7.169854016748201,4.585782219567382,17.36203412934148
ray_gpis,Thin_Irregular,0,0.6840652500761387,4.734830893441245,2.8622854156383646,40.256637437406745
ray_gpis,Thin_Irregular,1,0.6295217356639207,6.112005992500779,2.586417717692441,48.02936509078658
ray_gpis,Thin_Irregular,2,0.590641868679248,10.07095123713999,7.831696258194931,41.08744663817533
ray_gpis,Thin_Irregular,3,0.5656879459927483,5.021239174450048,3.392212283481352,17.57247893113658
ray_gpis,Thin_Irregular,4,0.5313709296309875,4.875952659254492,3.0851346523664605,40.27057447832504
ray_gpis,Thin_Irregular,5,0.6610972340282643,4.813785023508705,3.208150374661769,34.645144373154324
ray_gpis,Thin_Irregular,6,0.5992672024129487,5.165752159131115,3.5628985844412417,25.518550873277093
ray_gpis,Thin_Irregular,7,0.6659653311742829,5.574838727884501,3.022385496772634,51.03439018777553
ray_gpis,Thin_Irregular,8,0.5827362576040471,4.372621310634087,1.8438902434094104,49.29850331563541
ray_gpis,Thin_Irregular,9,0.5200471406323204,7.201614555864232,2.0397567567919674,48.49749979125374
ray_gpis,Thin_Irregular,10,0.639612091864588,12.684667866643357,6.126243553346104,33.69954722940495
ray_gpis,Thin_Irregular,11,0.46588898002707424,5.852426295537317,2.620469059953583,27.027403580548896
ray_gpis,Thin_Irregular,12,0.5615277168776623,6.777430017301117,2.2239352770797507,22.41493259692721
ray_gpis,Thin_Irregular,13,0.6193901783846262,5.498395021609835,1.87362693809448,49.612365087303225
ray_gpis,Thin_Irregular,14,0.6008356404276817,3.9374022456483644,3.221051772405996,23.37128161235613
ray_gpis,green_Pepper,0,0.5332762206503979,5.042413235678069,2.5453174895313837,56.9415704600393
ray_gpis,green_Pepper,1,0.602957805239941,12.067743740482294,6.862416463929124,27.810735005536678
ray_gpis,green_Pepper,2,0.5618398938398486,8.292540408306353,4.359817358492333,45.70905320399962
ray_gpis,green_Pepper,3,0.6137771660899761,7.942111068524679,5.264186259710188,34.09023643521972
ray_gpis,green_Pepper,4,0.616964160570595,5.6956657452379025,3.2353201039364996,30.434114467036512
ray_gpis,green_Pepper,5,0.6268611988909557,5.709578230873039,3.468255474620351,28.249239855649638
ray_gpis,green_Pepper,6,0.4915511719244691,15.880444755080829,5.194574592341519,34.48730682350464
